1. [1] Dolo 650 650mg | Tablet | Micro Labs
5352. [5352] Tigeformin 150mg | Powder | Mankind
5353. [5353] Tazoclav M 10mg | Capsule | Alembic
5354. [5354] Methfine 20mg | Inhaler | Ipca
5355. [5355] Rabzepam D 40mg | Capsule | Aristo
5356. [5356] Fosox 5mg | Ointment | Serum Institute
5357. [5357] Novedipine 800mg | Capsule | Micro Labs
5358. [5358] Vancpine O 1000mg | Injection | Aristo
5359. [5359] Colzepam D 2.5mg | Drops | Cipla
5360. [5360] Cloxprevir 1000mg | Drops | Abbott
5361. [5361] Azithcet 5ml | Tablet | Torrent
5362. [5362] Famsetron Forte 2.5mg | Capsule | Pfizer
5363. [5363] Ganmine ER 150mg | Capsule | Serum Institute
5364. [5364] Cloxpine 20ml | Drops | Novartis
5365. [5365] Velzole 10ml | Powder | Novartis
5366. [5366] Velzole M 650mg | Sachet | Sanofi
5367. [5367] Bacral 2gm | Syrup | Biocon
5368. [5368] Empprazole D 25mg | Sachet | Aristo
5369. [5369] Amoprazole D 20ml | Powder | Wockhardt
5370. [5370] Pivlone 10ml | Syrup | Aristo
5371. [5371] Cetprazole 50mg | Capsule | Mankind
5372. [5372] Paralam 0.5mg | Capsule | Sanofi
5373. [5373] Cilsolone A 150mg | Drops | Torrent
5374. [5374] Ticakast A 75mg | Cream | USV
5375. [5375] Cloxsolone M 2gm | Inhaler | Intas
5376. [5376] Famtidine Plus 2gm | Cream | Cipla
5377. [5377] Sullam 150mg | Syrup | Wockhardt
5378. [5378] Cetmicin ER 20mg | Capsule | Aristo
5379. [5379] Sanodipine ER 800mg | Syrup | Macleods
5380. [5380] Linpride 5ml | Drops | FDC
5381. [5381] Colclav A 75mg | Drops | Wockhardt
5382. [5382] Amlbactam A 800mg | Sachet | Sanofi
5383. [5383] Ledgliptin SR 2.5mg | Sachet | Ipca
5384. [5384] Pivpril 10ml | Capsule | Pfizer
5385. [5385] Amppraz A 5mg | Ointment | Macleods
5386. [5386] Farclav 150mg | Cream | Zydus Cadila
5387. [5387] Azithline M 100mg | Powder | Emcure
5388. [5388] Relemine Forte 5ml | Capsule | Biocon
5389. [5389] Vancsartan 100mg | Syrup | J.B. Chemicals
5390. [5390] Daczosin 2mg | Capsule | Sanofi
5391. [5391] Cefpitant M 100mcg | Cream | J.B. Chemicals
5392. [5392] Cetmine 400mg | Ointment | Lupin
5393. [5393] Erylam 5mg | Sachet | Aristo
5394. [5394] Rablone A 200mcg | Powder | Intas
5395. [5395] Vancsone O 50mg | Powder | Serum Institute
5396. [5396] Glimma O 800mg | Syrup | Torrent
5397. [5397] Relenide 1gm | Inhaler | Macleods
5398. [5398] Tigeprazole Forte 10ml | Cream | Ipca
5399. [5399] Telpiride 150mg | Capsule | Mankind
5400. [5400] Tenstin 500mg | Inhaler | Aurobindo
5401. [5401] Rabxacin ER 1mg | Powder | Dr. Reddys
5402. [5402] Metcoxib 2mg | Drops | Alkem
5403. [5403] Triloprazole 25mg | Capsule | Sanofi
5404. [5404] Tazzepam Plus 650mg | Injection | Glenmark
5405. [5405] Tensolone SR 400mg | Drops | Dr. Reddys
5406. [5406] Dicloxacin Plus 20ml | Sachet | Zydus Cadila
5407. [5407] Relemicin 25mg | Sachet | Intas
5408. [5408] Fospiride Forte 200mg | Capsule | Wockhardt
5409. [5409] Merogliptin SR 40mg | Injection | USV
5410. [5410] Ribaterol M 100mcg | Injection | Sun Pharma
5411. [5411] Avixicam 250mg | Capsule | Biocon
5412. [5412] Sitdipine Plus 10mg | Sachet | FDC
5413. [5413] Ertakast 1mg | Capsule | Micro Labs
5414. [5414] Ribapine ER 1gm | Injection | Wockhardt
5415. [5415] Vabocet SR 5mg | Powder | Glenmark
5416. [5416] Gancet 250mg | Drops | USV
5417. [5417] Vancmycin 10ml | Injection | Aristo
5418. [5418] Dorizolid D 150mg | Cream | Novartis
5419. [5419] Linstin M 400mg | Drops | Emcure
5420. [5420] Penfungin 20mg | Powder | Wockhardt
5421. [5421] Vildcoxib 10mg | Inhaler | USV
5422. [5422] Amoxzolid A 50mg | Syrup | Sanofi
5423. [5423] Sulbactam 2.5mg | Drops | Dr. Reddys
5424. [5424] Glimkast 1000mg | Cream | Sun Pharma
5425. [5425] Tazprofen ER 1gm | Syrup | Alembic
5426. [5426] Atorpine 25mg | Ointment | Glenmark
5427. [5427] Farnide D 800mg | Syrup | Macleods
5428. [5428] Bacpine 200mg | Syrup | Torrent
5429. [5429] Montcillin 200mcg | Inhaler | Mankind
5430. [5430] Penkast Forte 150mg | Ointment | Wockhardt
5431. [5431] Rosukacin 25mg | Cream | Aurobindo
5432. [5432] Dacclav 20mg | Ointment | Lupin
5433. [5433] Cildipine 50mg | Capsule | Alkem
5434. [5434] Ertasolone 5mg | Tablet | Biocon
5435. [5435] Vildsone 400mg | Syrup | Alembic
5436. [5436] Amoprevir ER 2mg | Sachet | Sanofi
5437. [5437] Dacasvir 250mg | Cream | Aurobindo
5438. [5438] Cidpraz D 5mg | Inhaler | Micro Labs
5439. [5439] Panilone 10mg | Cream | J.B. Chemicals
5440. [5440] Ertaterol 250mg | Injection | FDC
5441. [5441] Doritine Forte 200mcg | Drops | Sanofi
5442. [5442] Merozine 75mg | Capsule | Mankind
5443. [5443] Azlopenem 5ml | Cream | Abbott
5444. [5444] Metasvir ER 200mg | Capsule | Novartis
5445. [5445] Velpine 10mg | Injection | Lupin
5446. [5446] Cefmine ER 250mg | Drops | Aurobindo
5447. [5447] Cetcycline 20ml | Drops | Wockhardt
5448. [5448] Panmicin ER 0.5mg | Capsule | Aristo
5449. [5449] Ertalol 250mg | Syrup | Biocon
5450. [5450] Vancpiride 75mg | Powder | GSK
5451. [5451] Vanczole 1mg | Drops | Biocon
5452. [5452] Rosukast 10mg | Cream | J.B. Chemicals
5453. [5453] Vabozine A 2gm | Cream | Alkem
5454. [5454] Ertapium 100mg | Tablet | Aristo
5455. [5455] Trilopenem SR 200mcg | Injection | Lupin
5456. [5456] Biacycline 2.5mg | Ointment | Dr. Reddys
5457. [5457] Carbpam D 25mg | Inhaler | Intas
5458. [5458] Sitbuvir 0.5mg | Inhaler | Micro Labs
5459. [5459] Erystatin Forte 5mg | Capsule | FDC
5460. [5460] Omesetron SR 40mg | Injection | Macleods
5461. [5461] Sofstin O 50mg | Ointment | Cipla
5462. [5462] Farcoxib 1gm | Capsule | Torrent
5463. [5463] Amlstin ER 2.5mg | Inhaler | J.B. Chemicals
5464. [5464] Relexicam ER 50mcg | Ointment | Serum Institute
5465. [5465] Meroconazole O 2mg | Inhaler | Sun Pharma
5466. [5466] Pivbuvir 1gm | Powder | Sanofi
5467. [5467] Cetxicam 200mcg | Drops | Dr. Reddys
5468. [5468] Omebactam 0.5mg | Cream | Pfizer
5469. [5469] Cidlukast D 10ml | Capsule | Novartis
5470. [5470] Telpril 1mg | Capsule | Aristo
5471. [5471] Rabnide 500mg | Cream | FDC
5472. [5472] Panilam A 75mg | Injection | Glenmark
5473. [5473] Dorimycin ER 20mg | Cream | Aurobindo
5474. [5474] Ertafenac D 1000mg | Cream | Alkem
5475. [5475] Methasvir Plus 650mg | Ointment | Intas
5476. [5476] Eryzole D 40mg | Cream | Dr. Reddys
5477. [5477] Biagliptin SR 5mg | Powder | Dr. Reddys
5478. [5478] Metconazole O 200mcg | Ointment | Torrent
5479. [5479] Cetdone D 10mg | Tablet | Aurobindo
5480. [5480] Metkacin Plus 50mcg | Syrup | Torrent
5481. [5481] Imiox 100mg | Drops | Torrent
5482. [5482] Sitma 800mg | Tablet | Dr. Reddys
5483. [5483] Rosukast 100mcg | Ointment | Serum Institute
5484. [5484] Azithpril Forte 25mg | Syrup | Dr. Reddys
5485. [5485] Imipiride 150mg | Inhaler | Novartis
5486. [5486] Vildsetron Plus 1000mg | Tablet | Dr. Reddys
5487. [5487] Clinasvir 1000mg | Sachet | GSK
5488. [5488] Levflozin 2.5mg | Tablet | Dr. Reddys
5489. [5489] Ribastatin 200mcg | Injection | Macleods
5490. [5490] Cilasvir 10ml | Cream | Torrent
5491. [5491] Clinnide A 650mg | Syrup | Mankind
5492. [5492] Ertapitant A 1gm | Sachet | Pfizer
5493. [5493] Trilolukast 5mg | Injection | Alkem
5494. [5494] Vanclol Forte 650mg | Injection | Lupin
5495. [5495] Methsetron 10mg | Capsule | Emcure
5496. [5496] Colasvir M 200mg | Injection | Wockhardt
5497. [5497] Cloxstatin Plus 50mcg | Injection | Sun Pharma
5498. [5498] Triloprofen SR 500mg | Ointment | GSK
5499. [5499] Trilopenem 20ml | Drops | Zydus Cadila
5500. [5500] Vaboflozin D 100mcg | Drops | Cipla
5501. [5501] Amlconazole 200mcg | Sachet | Aristo
5502. [5502] Linezole SR 5mg | Tablet | GSK
5503. [5503] Ertastatin 2.5mg | Tablet | Alkem
5504. [5504] Empvir M 50mcg | Injection | Aurobindo
5505. [5505] Pippiride O 5mg | Powder | Cipla
5506. [5506] Trilofungin SR 5ml | Inhaler | Macleods
5507. [5507] Empkast 1gm | Tablet | GSK
5508. [5508] Ganformin Forte 150mg | Inhaler | Cipla
5509. [5509] Sitzole SR 100mg | Tablet | Emcure
5510. [5510] Cidgliptin D 40mg | Cream | FDC
5511. [5511] Pipzepam 5ml | Powder | Lupin
5512. [5512] Ganmine M 1gm | Cream | FDC
5513. [5513] Nafterol 250mg | Capsule | Sanofi
5514. [5514] Ciddone M 5mg | Tablet | Mankind
5515. [5515] Foslam 200mg | Sachet | Lupin
5516. [5516] Ticaox 2gm | Syrup | Lupin
5517. [5517] Tenpiride D 50mcg | Ointment | Glenmark
5518. [5518] Erypium 1mg | Tablet | Novartis
5519. [5519] Dorisone 25mg | Cream | Micro Labs
5520. [5520] Tazopium 800mg | Injection | Ipca
5521. [5521] Paracet 500mg | Tablet | J.B. Chemicals
5522. [5522] Linlone 2gm | Cream | Ipca
5523. [5523] Oxaasvir 500mg | Inhaler | J.B. Chemicals
5524. [5524] Cloxnide ER 150mg | Tablet | Ipca
5525. [5525] Velstatin ER 400mg | Cream | Cipla
5526. [5526] Omezolam SR 40mg | Drops | Biocon
5527. [5527] Valxicam 25mg | Inhaler | Wockhardt
5528. [5528] Diclofungin O 5mg | Capsule | Wockhardt
5529. [5529] Diclocillin D 1000mg | Powder | Ipca
5530. [5530] Ledterol ER 500mg | Powder | Pfizer
5531. [5531] Ampcoxib M 10ml | Inhaler | GSK
5532. [5532] Valpam 10ml | Inhaler | Macleods
5533. [5533] Noveclav 2.5mg | Sachet | Sanofi
5534. [5534] Fosprofen M 200mcg | Injection | Lupin
5535. [5535] Soflol 5ml | Drops | Lupin
5536. [5536] Diclolam SR 10ml | Capsule | Micro Labs
5537. [5537] Panitine 400mg | Cream | Novartis
5538. [5538] Erypine 75mg | Powder | Cipla
5539. [5539] Cidfenac 2mg | Cream | Sanofi
5540. [5540] Trilostatin M 5ml | Cream | Pfizer
5541. [5541] Merocycline A 150mg | Cream | Torrent
5542. [5542] Pippiride D 2.5mg | Inhaler | Alembic
5543. [5543] Lineline 2gm | Tablet | Glenmark
5544. [5544] Linestin 200mcg | Syrup | Macleods
5545. [5545] Cloxbactam 10ml | Tablet | Cipla
5546. [5546] Vancstin 5ml | Cream | Novartis
5547. [5547] Azithasvir A 50mcg | Tablet | Glenmark
5548. [5548] Azithcycline 75mg | Tablet | Novartis
5549. [5549] Triloxacin Plus 5mg | Drops | Torrent
5550. [5550] Empflozin D 20ml | Inhaler | Abbott
5551. [5551] Omemine 400mg | Tablet | FDC
5552. [5552] Erypride ER 100mg | Inhaler | Novartis
5553. [5553] Vabozole M 400mg | Drops | Wockhardt
5554. [5554] Amlmycin 500mg | Cream | J.B. Chemicals
5555. [5555] Oxacet Plus 2mg | Drops | Cipla
5556. [5556] Clinformin SR 10mg | Sachet | FDC
5557. [5557] Relelol 100mg | Sachet | Cipla
5558. [5558] Colasvir M 75mg | Injection | Zydus Cadila
5559. [5559] Ganprevir 25mg | Inhaler | FDC
5560. [5560] Pivkacin O 2mg | Drops | Alembic
5561. [5561] Merogliptin 2.5mg | Powder | Biocon
5562. [5562] Cetsetron ER 150mg | Syrup | Abbott
5563. [5563] Bacvir 20mg | Inhaler | Pfizer
5564. [5564] Dapcillin Forte 50mg | Ointment | Intas
5565. [5565] Acizolid 50mg | Sachet | Glenmark
5566. [5566] Sulflozin 400mg | Capsule | Micro Labs
5567. [5567] Linlol 10ml | Ointment | Ipca
5568. [5568] Azlobactam 800mg | Drops | Serum Institute
5569. [5569] Oxapram D 1mg | Inhaler | Glenmark
5570. [5570] Levral 1000mg | Capsule | Serum Institute
5571. [5571] Panfine 250mg | Tablet | Serum Institute
5572. [5572] Velsartan O 75mg | Tablet | Sanofi
5573. [5573] Clavzine A 25mg | Inhaler | Novartis
5574. [5574] Sulsone 100mg | Injection | Aurobindo
5575. [5575] Tazdoc 100mcg | Drops | Emcure
5576. [5576] Teldoc 100mcg | Cream | Serum Institute
5577. [5577] Linclav 75mg | Capsule | Abbott
5578. [5578] Sanokast 800mg | Tablet | Cipla
5579. [5579] Cilzepam M 100mg | Ointment | Emcure
5580. [5580] Cetlam ER 1gm | Inhaler | Intas
5581. [5581] Bacprofen A 5ml | Powder | USV
5582. [5582] Acifine 500mg | Sachet | Micro Labs
5583. [5583] Biamine 1mg | Capsule | Intas
5584. [5584] Amoxprevir 50mg | Ointment | J.B. Chemicals
5585. [5585] Vaboprevir 50mg | Tablet | Sanofi
5586. [5586] Dorizolid 1000mg | Inhaler | Sun Pharma
5587. [5587] Ganpenem 400mg | Capsule | Mankind
5588. [5588] Fostidine 10mg | Powder | Emcure
5589. [5589] Azlopitant 500mg | Tablet | Wockhardt
5590. [5590] Cidmine 0.5mg | Syrup | Serum Institute
5591. [5591] Doriconazole 5ml | Injection | Wockhardt
5592. [5592] Panzole 10ml | Powder | J.B. Chemicals
5593. [5593] Merolam Plus 40mg | Syrup | Sanofi
5594. [5594] Rabpril 650mg | Injection | Emcure
5595. [5595] Ertalam 2gm | Inhaler | Macleods
5596. [5596] Atorpril A 50mcg | Tablet | Glenmark
5597. [5597] Azlotine SR 5mg | Tablet | Alembic
5598. [5598] Biadoc SR 75mg | Injection | GSK
5599. [5599] Doricycline 100mg | Injection | J.B. Chemicals
5600. [5600] Clavterol 100mg | Cream | Novartis
5601. [5601] Amldoc A 200mg | Drops | Pfizer
5602. [5602] Montpride 1000mg | Powder | Sanofi
5603. [5603] Vancfungin 5ml | Sachet | Aristo
5604. [5604] Glimnide ER 200mg | Powder | FDC
5605. [5605] Penzosin A 1gm | Drops | Emcure
5606. [5606] Carbflozin 250mg | Tablet | Torrent
5607. [5607] Amoxpium 150mg | Drops | Novartis
5608. [5608] Panral ER 40mg | Tablet | Mankind
5609. [5609] Montpine A 2.5mg | Injection | Glenmark
5610. [5610] Levstin ER 100mg | Tablet | Abbott
5611. [5611] Pipmicin D 20mg | Cream | Emcure
5612. [5612] Sanoprevir Forte 10ml | Injection | GSK
5613. [5613] Dorigliptin 2gm | Powder | Lupin
5614. [5614] Cidsartan A 10mg | Inhaler | Cipla
5615. [5615] Meroxicam M 20ml | Powder | Abbott
5616. [5616] Colzine Plus 50mg | Syrup | J.B. Chemicals
5617. [5617] Metprevir 150mg | Inhaler | Lupin
5618. [5618] Cilfine O 2mg | Drops | Macleods
5619. [5619] Glimline ER 400mg | Capsule | Wockhardt
5620. [5620] Velstatin A 1000mg | Syrup | Aristo
5621. [5621] Colcoxib 1gm | Capsule | Alembic
5622. [5622] Tazosone ER 20mg | Tablet | FDC
5623. [5623] Glimnide M 200mcg | Powder | Intas
5624. [5624] Biaconazole 650mg | Sachet | Sun Pharma
5625. [5625] Sulformin Forte 200mcg | Cream | Lupin
5626. [5626] Clavzole O 20mg | Sachet | Lupin
5627. [5627] Pipmine 2gm | Sachet | Micro Labs
5628. [5628] Novezole 200mcg | Syrup | Serum Institute
5629. [5629] Doripiride 1mg | Ointment | Sun Pharma
5630. [5630] Dorizepam O 1000mg | Tablet | Alkem
5631. [5631] Nafzosin SR 75mg | Syrup | Sun Pharma
5632. [5632] Sitpride M 400mg | Ointment | Torrent
5633. [5633] Dappril O 10ml | Ointment | Intas
5634. [5634] Cloxpraz 500mg | Tablet | Alkem
5635. [5635] Omelone 650mg | Cream | Alkem
5636. [5636] Erymycin 25mg | Ointment | GSK
5637. [5637] Cilpenem 1mg | Syrup | Emcure
5638. [5638] Sofmicin 20mg | Syrup | Serum Institute
5639. [5639] Clincoxib SR 20ml | Inhaler | Pfizer
5640. [5640] Azlosartan 2.5mg | Drops | Intas
5641. [5641] Glimzine 10ml | Cream | Aristo
5642. [5642] Paraterol 10ml | Injection | Macleods
5643. [5643] Vabovir D 25mg | Sachet | Ipca
5644. [5644] Cidfenac SR 10ml | Ointment | Biocon
5645. [5645] Vabozine O 250mg | Injection | Sun Pharma
5646. [5646] Nafsone M 1mg | Powder | Abbott
5647. [5647] Oxabuvir 500mg | Cream | Cipla
5648. [5648] Tigefine 1mg | Powder | USV
5649. [5649] Ampfungin A 150mg | Sachet | Wockhardt
5650. [5650] Lindipine 1gm | Capsule | Aurobindo
5651. [5651] Tazoconazole O 75mg | Ointment | Mankind
5652. [5652] Amoxpraz 50mcg | Cream | Wockhardt
5653. [5653] Oxaterol 20mg | Injection | Emcure
5654. [5654] Vildox 2gm | Drops | Macleods
5655. [5655] Collol 10mg | Powder | Aristo
5656. [5656] Vancnide 0.5mg | Inhaler | Macleods
5657. [5657] Amoxxacin Forte 800mg | Cream | J.B. Chemicals
5658. [5658] Ribapride 50mg | Syrup | Zydus Cadila
5659. [5659] Sofdoc O 5mg | Cream | Glenmark
5660. [5660] Sanopenem Forte 50mg | Capsule | Emcure
5661. [5661] Ceflukast 200mcg | Ointment | Torrent
5662. [5662] Daclol O 2mg | Drops | Torrent
5663. [5663] Rosukast SR 40mg | Drops | Intas
5664. [5664] Relepride SR 400mg | Syrup | Novartis
5665. [5665] Colconazole D 40mg | Capsule | Macleods
5666. [5666] Cefdipine 50mcg | Drops | Sanofi
5667. [5667] Releral Plus 150mg | Syrup | J.B. Chemicals
5668. [5668] Montline 1mg | Capsule | Macleods
5669. [5669] Colasvir 5mg | Tablet | Glenmark
5670. [5670] Sanonide 0.5mg | Sachet | Intas
5671. [5671] Cidpitant M 10mg | Injection | GSK
5672. [5672] Cilma 50mg | Injection | Dr. Reddys
5673. [5673] Montstatin SR 10mg | Syrup | Aurobindo
5674. [5674] Vildstin 250mg | Sachet | Novartis
5675. [5675] Atorzolam A 1gm | Ointment | Wockhardt
5676. [5676] Eryfine 1000mg | Powder | Glenmark
5677. [5677] Montxicam 5ml | Capsule | FDC
5678. [5678] Releprevir 25mg | Injection | Wockhardt
5679. [5679] Levsetron 5mg | Syrup | Aurobindo
5680. [5680] Nafpraz 50mg | Inhaler | Lupin
5681. [5681] Vancpium 75mg | Syrup | Wockhardt
5682. [5682] Daplol 2.5mg | Capsule | Emcure
5683. [5683] Pivcycline D 75mg | Capsule | Emcure
5684. [5684] Ribazepam Plus 150mg | Cream | Intas
5685. [5685] Doricet 2mg | Drops | Biocon
5686. [5686] Tazoterol 650mg | Capsule | Mankind
5687. [5687] Famvir 150mg | Powder | FDC
5688. [5688] Amlzolam 650mg | Ointment | Sun Pharma
5689. [5689] Ertasetron D 5ml | Inhaler | Intas
5690. [5690] Farconazole O 200mg | Cream | FDC
5691. [5691] Panipium 150mg | Cream | Aurobindo
5692. [5692] Tenmicin 250mg | Syrup | Serum Institute
5693. [5693] Imiprofen A 5ml | Ointment | Aristo
5694. [5694] Colfenac A 5ml | Drops | Sun Pharma
5695. [5695] Cloxfenac 100mg | Inhaler | J.B. Chemicals
5696. [5696] Cidxicam Plus 40mg | Ointment | Zydus Cadila
5697. [5697] Methprevir D 1mg | Capsule | Sun Pharma
5698. [5698] Ticaral 50mcg | Syrup | Serum Institute
5699. [5699] Linefungin 5ml | Ointment | Sun Pharma
5700. [5700] Colpraz Plus 800mg | Tablet | Alkem
5701. [5701] Cefcoxib A 20ml | Capsule | Mankind
5702. [5702] Clinbuvir 150mg | Capsule | Abbott
5703. [5703] Ticastin 800mg | Drops | USV
5704. [5704] Sitpiride D 0.5mg | Capsule | FDC
5705. [5705] Sanolol 5ml | Inhaler | Alembic
5706. [5706] Pipzine Plus 100mcg | Injection | Dr. Reddys
5707. [5707] Cetstin M 100mcg | Powder | J.B. Chemicals
5708. [5708] Clavcillin O 650mg | Ointment | Intas
5709. [5709] Panpium M 40mg | Syrup | Abbott
5710. [5710] Clinflozin 20ml | Drops | Pfizer
5711. [5711] Biacillin ER 10mg | Ointment | Pfizer
5712. [5712] Amlcillin 20ml | Cream | Sanofi
5713. [5713] Rosupram 500mg | Inhaler | Novartis
5714. [5714] Dapzole ER 200mcg | Ointment | Ipca
5715. [5715] Dapfine O 1000mg | Inhaler | Dr. Reddys
5716. [5716] Valpenem Plus 5ml | Syrup | Cipla
5717. [5717] Sitpride 40mg | Powder | Biocon
5718. [5718] Cetzole ER 2.5mg | Drops | Alkem
5719. [5719] Sitsartan 50mg | Injection | Alkem
5720. [5720] Ertacet 500mg | Sachet | Dr. Reddys
5721. [5721] Imiasvir 1gm | Tablet | Ipca
5722. [5722] Ertazolam 50mcg | Injection | Micro Labs
5723. [5723] Ticalukast 100mcg | Ointment | Lupin
5724. [5724] Cidxacin 100mcg | Tablet | Intas
5725. [5725] Vabomycin 20mg | Drops | Macleods
5726. [5726] Avistin M 2mg | Syrup | Macleods
5727. [5727] Dacxicam 50mcg | Cream | Lupin
5728. [5728] Linpril 2gm | Injection | Aurobindo
5729. [5729] Rabpitant ER 400mg | Injection | Pfizer
5730. [5730] Imicet M 2.5mg | Powder | Glenmark
5731. [5731] Lineprevir 2mg | Ointment | Emcure
5732. [5732] Colprevir D 20mg | Cream | Novartis
5733. [5733] Sulpraz 100mcg | Capsule | Cipla
5734. [5734] Amopam 400mg | Capsule | Dr. Reddys
5735. [5735] Novemicin 1mg | Tablet | Biocon
5736. [5736] Panfungin Forte 500mg | Sachet | Dr. Reddys
5737. [5737] Linasvir ER 100mg | Injection | Abbott
5738. [5738] Cefpiride 1gm | Drops | Abbott
5739. [5739] Ledlukast D 150mg | Tablet | Sanofi
5740. [5740] Cilzosin 100mg | Capsule | Alkem
5741. [5741] Collone 1mg | Injection | Torrent
5742. [5742] Biazolam 200mg | Injection | Alembic
5743. [5743] Avisetron ER 200mcg | Injection | Abbott
5744. [5744] Pivzepam Forte 20mg | Capsule | Lupin
5745. [5745] Oxatine 50mcg | Cream | Lupin
5746. [5746] Cetprofen 800mg | Cream | Intas
5747. [5747] Ampxacin O 1gm | Tablet | Zydus Cadila
5748. [5748] Linprevir 150mg | Sachet | Aurobindo
5749. [5749] Glimdone A 2.5mg | Drops | Glenmark
5750. [5750] Linzosin 1000mg | Tablet | Micro Labs
5751. [5751] Penzolid 40mg | Drops | Aristo
5752. [5752] Levmine A 400mg | Cream | Biocon
5753. [5753] Baczine 10mg | Sachet | Alembic
5754. [5754] Panma M 10ml | Cream | Biocon
5755. [5755] Amoxcillin A 10mg | Cream | USV
5756. [5756] Carbbuvir D 5ml | Powder | Zydus Cadila
5757. [5757] Bacpitant 1gm | Syrup | Glenmark
5758. [5758] Panipitant O 50mg | Drops | Intas
5759. [5759] Levpitant Forte 1gm | Inhaler | Aristo
5760. [5760] Amoox O 5mg | Inhaler | Aristo
5761. [5761] Gantine 200mcg | Ointment | Sun Pharma
5762. [5762] Clinclav A 500mg | Inhaler | USV
5763. [5763] Linetine M 1000mg | Drops | Pfizer
5764. [5764] Ribapram 100mg | Cream | Dr. Reddys
5765. [5765] Velkacin 10mg | Capsule | Pfizer
5766. [5766] Bacformin Forte 500mg | Inhaler | Macleods
5767. [5767] Pipcycline 2mg | Capsule | Alembic
5768. [5768] Doricillin 75mg | Sachet | Wockhardt
5769. [5769] Amoxdipine 40mg | Sachet | Torrent
5770. [5770] Fospium 650mg | Capsule | Macleods
5771. [5771] Pentine SR 0.5mg | Ointment | Biocon
5772. [5772] Cloxasvir 5mg | Drops | Lupin
5773. [5773] Amostin Plus 2.5mg | Drops | Aristo
5774. [5774] Sulpride 400mg | Powder | Biocon
5775. [5775] Cilcillin 150mg | Ointment | Intas
5776. [5776] Glimzolid 20ml | Powder | J.B. Chemicals
5777. [5777] Clavdoc 1gm | Capsule | Serum Institute
5778. [5778] Tencoxib 2.5mg | Cream | Novartis
5779. [5779] Metmycin M 1gm | Ointment | USV
5780. [5780] Ledconazole D 1gm | Syrup | Serum Institute
5781. [5781] Velstin SR 200mg | Injection | Alembic
5782. [5782] Meromine D 200mg | Tablet | Emcure
5783. [5783] Colzine M 1mg | Syrup | Aurobindo
5784. [5784] Tazfungin 40mg | Drops | Ipca
5785. [5785] Amlprofen Forte 200mg | Cream | FDC
5786. [5786] Rosumine Plus 2mg | Sachet | Abbott
5787. [5787] Bactidine 400mg | Injection | Alembic
5788. [5788] Meroprevir Plus 40mg | Ointment | Zydus Cadila
5789. [5789] Novezole 2mg | Cream | Zydus Cadila
